Dataset,ARI,NMI,Silhouette,DBI
iris,0.563152339627067,0.7313989880464249,0.5867628430648677,0.5799590836147009
wine,0.6481121731328247,0.7013843907496542,0.1923427264408699,1.215476657480434
digits,0.0,0.0,0.2752818227798225,1.230164777035985
moons,1.0,1.0,0.3224432970121358,1.1760015363819267
blobs,1.0,1.0,0.8467003894636074,0.22002745320431014
